,index,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,0,1452055328082726915,1452055328082726915,1635031942000.0,2021-10-24 08:32:22,+0900,,ところで有志に聞きたいんだけど、「と」ブロックってこの「て」ブロックの左でええんか？  https://t.co/I5l5P0ceLe,ja,[],[],341598662,341598662,Elysion_Lemeron,レメロン＠東方好き/東方クラスタ,7,08,https://twitter.com/Elysion_Lemeron/status/1452055328082726915,[],['https://pbs.twimg.com/media/FCa8npOUYAgXG_5.jpg'],1,https://pbs.twimg.com/media/FCa8npOUYAgXG_5.jpg,False,0,0,0,,レメロン,,,,,,,[],,,,
1,14,1452041352682741761,1452041352682741761,1635028610000.0,2021-10-24 07:36:50,+0900,,娘ちゃん先週に引き続き今日も模試 なんとか起きれたから行けそう  金曜日には先日大学病院で出してもらったレメロン(7、５mg)を初めて飲んでみた(翌朝に残るのかどうか怖くて平日には飲めなかった) そしたら夜中起きなかったのはいいけど昨日一日中眠気と怠さが酷かったらしい😅 効きすぎぃーーー,ja,[],[],820215412172341249,820215412172341249,s5hf4WyloGnnuI3,チョコパイ,7,07,https://twitter.com/s5hf4WyloGnnuI3/status/1452041352682741761,[],[],0,,False,2,0,0,,レメロン,,,,,,,[],,,,
2,26,1451906595273674753,1450947022953988097,1634996482000.0,2021-10-23 22:41:22,+0900,,@nanako820327 ごめん🙇‍♀️間違っています。 レメロンが正解です。  書き間違えたツイートは、そのままにしておく事は、嫌なので、私から消す事があります。本当にごめんなさい。🙇‍♂️,ja,[],[],1142984844298768384,1142984844298768384,0dIf6,横田 ヨネ👒,6,22,https://twitter.com/0dIf6/status/1451906595273674753,[],[],0,,False,1,0,0,,レメロン,,,,,,,"[{'screen_name': 'nanako820327', 'name': 'nanako🔮縛', 'id': '1379383915136229379'}]",,,,
3,27,1451853282763165696,1451853282763165696,1634983771000.0,2021-10-23 19:09:31,+0900,,今日のLancet. アルツハイマー型認知症の興奮に対してミルタザピン（レメロン®）の効果を調べたPlacebo比較の二重盲検RCT. 12週後のCMAIスコアの差は無かった。また有意差はないものの16週までの死亡はミルタザピン群で多かった。   https://t.co/XToFid8yu4,ja,[],[],1054872790317191168,1054872790317191168,nagano_1123,HN@病院総合診療医,6,19,https://twitter.com/nagano_1123/status/1451853282763165696,['https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)01210-1/fulltext'],[],0,,False,4,0,0,,レメロン,,,,,,,[],,,,
4,31,1451542747630891008,1451542747630891008,1634909734000.0,2021-10-22 22:35:34,+0900,,レメロンは向精神薬の一つでNａSSA抗うつ薬です。向精神薬の長期服用は副作用・依存性・禁断症状・後遺症などの危険性を増していきます。レメロンの詳細な副作用は以下の通りです→ https://t.co/KkjKycVZwK（医薬品添付文書より）,ja,[],[],1872014227,1872014227,alphaforu,向精神薬・副作用情報,5,22,https://twitter.com/alphaforu/status/1451542747630891008,['http://ow.ly/2bsSYn'],[],0,,False,0,0,0,,レメロン,,,,,,,[],,,,
5,34,1451500472305549317,1451497994302357513,1634899654000.0,2021-10-22 19:47:34,+0900,,@gyuin9292 レメロンさん＆ジャックさん お疲れさまです😅 今日レメロンさん...新台入替えのためお休みかな？ ジャックさんの単独配信の予感...🤔,ja,[],[],1002348709005254656,1002348709005254656,hirokaz48737164,hirokazu,5,19,https://twitter.com/hirokaz48737164/status/1451500472305549317,[],[],0,,False,0,0,0,,レメロン,,,,,,,"[{'screen_name': 'gyuin9292', 'name': 'ぎゅいーん', 'id': '2423037476'}]",,,,
6,35,1451485594203287553,1451485594203287553,1634896107000.0,2021-10-22 18:48:27,+0900,,レメロン 気分を和らげ、不安、いらいら、不眠などの症状を改善します。 通常、うつ病・うつ状態の治療に用いられます。 副作用として、傾眠、口渇、倦怠感、便秘、体重増加、浮動性めまい、頭痛など #うつ病 #病み垢,ja,"['うつ病', '病み垢']",[],1034310636472217600,1034310636472217600,okusurishan,心理のプロが教えるあなたの薬,5,18,https://twitter.com/okusurishan/status/1451485594203287553,[],[],0,,False,0,0,0,,レメロン,,,,,,,[],,,,
7,37,1451456557657456644,1451456557657456644,1634889184000.0,2021-10-22 16:53:04,+0900,,犬猫用、食欲不振に、レデプラ 15mg×28錠を、最安値で販売中。  元々は、有効成分ミルタザピンを含有した、人間用の抗うつ剤 (レメロン錠、ミルタザピン錠) ですが、動物に対しては、食欲増進剤として処方されております。  日本全国、送料無料です。  https://t.co/VZtRPmLmOB,ja,[],[],1200281223802671105,1200281223802671105,CIyakuhin,ペットの医薬品など🐶🐱ご紹介🐰相互フォロー,5,16,https://twitter.com/CIyakuhin/status/1451456557657456644,['https://alwys.net/contents/ard.php?id=UP015076&adwares=up011078'],[],0,,False,0,0,0,,レメロン,,,,,,,[],,,,
8,41,1451235404502343680,1451235404502343680,1634836457000.0,2021-10-22 02:14:17,+0900,,レンドルミン、ベルゾムラ、サイレース4錠、レメロン飲んで、2時間で目が覚める私って🥺,ja,[],[],61776614,61776614,miracle_ai,ai,5,02,https://twitter.com/miracle_ai/status/1451235404502343680,[],[],0,,False,0,0,0,,レメロン,,,,,,,[],,,,
9,43,1451220163139760133,1451220163139760133,1634832823000.0,2021-10-22 01:13:43,+0900,,知り合いの彼女なんですが、鬱とパニック障害を持っています。 薬は、レキソタン、エビリファイ、炭酸リチウム、レメロン、ロピフノール、ワイパックスを２年ほど服用していて 突然、スマホで文字を打つのが難しいくらい手の震えが出ることもあって、彼氏さんも彼女さんも かなり悩んでいました。続,ja,[],[],859022286556352513,859022286556352513,step393939,目玉焼きを作るブサメン２１歳,5,01,https://twitter.com/step393939/status/1451220163139760133,[],[],0,,False,0,0,0,,レメロン,,,,,,,[],,,,
